gmtTime,srcAddrOrg,car_id,lng,lat,isArriveOrLeft,stationSeqNum
2017-05-08T06:27:12+0800,720040,50079550,120.133208,30.22497,1,22
2017-05-08T06:27:38+0800,720040,50079546,120.130902,30.217562,1,10
2017-05-08T06:27:38+0800,720040,50079550,120.133474,30.22573,2,22
2017-05-08T06:27:38+0800,720040,50079550,120.13348,30.225747,2,22
2017-05-08T06:27:38+0800,720040,50079550,120.13348,30.225747,2,22
2017-05-08T06:28:01+0800,720040,50079569,120.160366,30.256228,2,1
2017-05-08T06:28:07+0800,720040,50079562,120.122118,30.193836,1,35
2017-05-08T06:28:20+0800,720040,50079567,120.094821,30.175375,2,31
2017-05-08T06:28:22+0800,720040,50079585,120.107942,30.182739,1,16
2017-05-08T06:28:23+0800,720040,50079570,120.085504,30.16939,2,29
2017-05-08T06:28:32+0800,720040,50079562,120.123282,30.195004,2,35
2017-05-08T06:28:33+0800,720040,50079581,120.132428,30.203171,2,36
2017-05-08T06:28:35+0800,720040,50079580,120.150784,30.232741,2,5
2017-05-08T06:28:37+0800,720040,50079583,120.16095,30.256372,2,1
2017-05-08T06:28:37+0800,720040,50079570,120.086851,30.169968,1,30
2017-05-08T06:28:38+0800,720040,50079585,120.106992,30.182061,2,16
2017-05-08T06:28:39+0800,720040,50079567,120.096678,30.176349,1,32
2017-05-08T06:28:41+0800,720040,50079581,120.132652,30.203802,1,37
2017-05-08T06:28:48+0800,720040,50079556,120.135264,30.228872,1,41
2017-05-08T06:29:01+0800,720040,50079580,120.149078,30.232243,1,6
2017-05-08T06:29:06+0800,720040,50079550,120.135938,30.229148,1,23
2017-05-08T06:29:06+0800,720040,50079550,120.135976,30.229164,1,23
2017-05-08T06:29:06+0800,720040,50079556,120.136232,30.229237,2,41
2017-05-08T06:29:08+0800,720040,50079546,120.131093,30.215751,2,10
2017-05-08T06:29:37+0800,720040,50079562,120.128845,30.198759,1,36
2017-05-08T06:29:40+0800,720040,50079546,120.130587,30.213199,1,11
2017-05-08T06:29:57+0800,720040,50079562,120.129641,30.199367,2,36
2017-05-08T06:30:06+0800,720040,50079580,120.145216,30.232178,1,7
2017-05-08T06:30:07+0800,720040,50079585,120.100401,30.178206,1,17
